keypoints,iteration_number,delta_loop,delta_interference,delta_extract_featurepoints,dp,delta_camera,lin_factor
"[[211, 181], [281, 174], [238, 174], [221, 169], [286, 181], [241, 182], [229, 178], [248, 177], [262, 170], [252, 182], [264, 179], [225, 178], [272, 173], [290, 165], [226, 186], [256, 174], [290, 177], [275, 180], [218, 178], [245, 171]]",13,0.136451,0.022353,0.026415,"[-3.18073541e-03 -5.12975018e-02 -1.56046747e-04 -1.10965335e-06
 -1.26122881e-06  2.57857206e-04]",0.067929,0
"[[211, 182], [281, 174], [238, 175], [221, 170], [286, 181], [241, 182], [229, 178], [247, 178], [261, 171], [252, 183], [264, 179], [225, 178], [272, 174], [290, 166], [226, 187], [255, 175], [290, 177], [275, 180], [218, 179], [244, 171]]",14,0.133679,0.024406,0.029242,"[-1.27328828e-03 -4.41204822e-02 -1.21412868e-04 -1.05108063e-06
 -1.00308668e-06  2.06170906e-04]",0.067149,0
"[[211, 182], [282, 176], [239, 176], [222, 170], [287, 182], [242, 183], [230, 179], [249, 179], [263, 172], [253, 183], [265, 180], [226, 178], [273, 175], [291, 167], [227, 187], [257, 175], [290, 179], [276, 181], [219, 179], [245, 171]]",15,0.137595,0.026035,0.030132,"[-6.18321843e-04 -4.49507099e-02 -1.30649569e-04 -9.11966594e-07
 -1.02076359e-06  2.16980414e-04]",0.069169,0
"[[211, 182], [282, 176], [240, 177], [222, 171], [287, 183], [242, 183], [230, 179], [249, 180], [264, 172], [253, 184], [266, 180], [226, 179], [274, 176], [291, 167], [227, 188], [257, 176], [290, 180], [276, 181], [219, 180], [246, 172]]",16,0.131548,0.027042,0.030768,"[-3.88131723e-04 -4.35285149e-02 -1.32316020e-04 -7.66568230e-07
 -9.80561613e-07  2.06009719e-04]",0.058661,0
"[[212, 182], [282, 176], [240, 177], [222, 171], [287, 183], [241, 183], [230, 179], [249, 181], [264, 172], [253, 184], [265, 180], [226, 179], [273, 176], [291, 168], [227, 188], [256, 176], [291, 180], [276, 181], [219, 181], [246, 172]]",17,0.138764,0.028535,0.032393,"[ 1.05356941e-03 -3.88270424e-02 -1.09922664e-04 -7.15625178e-07
 -8.13356040e-07  1.73412230e-04]",0.067609,0
"[[212, 182], [283, 178], [239, 179], [222, 172], [286, 183], [242, 183], [230, 179], [249, 182], [263, 173], [253, 184], [265, 180], [226, 180], [274, 178], [291, 168], [227, 189], [256, 176], [291, 181], [275, 181], [219, 182], [246, 172]]",18,0.129009,0.024101,0.028448,"[ 4.78980360e-03 -2.62148360e-02 -6.11763344e-05 -3.85623712e-07
 -3.72565827e-07  8.54869812e-05]",0.059755,0
"[[212, 182], [282, 179], [238, 182], [222, 172], [286, 183], [242, 183], [230, 178], [248, 184], [263, 175], [253, 184], [265, 180], [226, 180], [273, 179], [290, 169], [226, 190], [256, 176], [291, 182], [275, 181], [218, 185], [246, 172]]",19,0.134078,0.023653,0.028438,"[ 8.20205148e-03 -1.51354590e-02 -1.90479244e-05 -7.00166648e-08
  1.82292029e-08  1.04206503e-05]",0.064713,0
"[[212, 182], [282, 181], [237, 185], [221, 173], [285, 183], [241, 183], [230, 178], [247, 186], [262, 177], [252, 184], [264, 179], [225, 181], [272, 182], [290, 169], [226, 190], [256, 175], [290, 182], [274, 180], [217, 187], [245, 173]]",20,0.128321,0.024458,0.029648,"[ 1.11220619e-02 -2.29984944e-03  2.41021478e-05  3.14569572e-07
  4.43182563e-07 -8.23048854e-05]",0.056984,0
"[[212, 182], [281, 185], [237, 187], [221, 174], [285, 182], [241, 183], [231, 177], [247, 188], [261, 179], [252, 184], [265, 177], [225, 182], [271, 185], [290, 170], [226, 191], [256, 174], [290, 184], [274, 178], [216, 188], [244, 174]]",21,0.137495,0.026027,0.030351,"[ 1.25829886e-02  9.17911893e-04  3.44385531e-05  4.62945343e-07
  5.59654693e-07 -9.92339659e-05]",0.068933,0
"[[212, 182], [280, 186], [236, 187], [220, 174], [284, 181], [241, 182], [231, 177], [246, 188], [261, 180], [252, 184], [264, 175], [225, 182], [271, 186], [289, 170], [225, 191], [256, 174], [289, 185], [274, 177], [215, 189], [244, 174]]",22,0.127424,0.026231,0.030118,"[ 1.16930523e-02 -2.12877556e-03  1.56754360e-05  5.00568708e-07
  4.37668369e-07 -7.70085107e-05]",0.058223,0
"[[211, 182], [280, 186], [236, 188], [220, 174], [284, 181], [241, 182], [230, 177], [246, 188], [260, 180], [251, 183], [264, 175], [224, 182], [270, 186], [288, 170], [225, 191], [255, 174], [288, 185], [273, 176], [215, 189], [244, 174]]",23,0.138674,0.026592,0.030648,"[ 1.16020943e-02 -1.63956982e-03  1.94004420e-05  4.57156658e-07
  4.42345588e-07 -8.12394405e-05]",0.067488,0
"[[211, 182], [279, 187], [235, 188], [219, 174], [283, 180], [240, 183], [230, 177], [245, 188], [259, 181], [251, 184], [263, 175], [223, 182], [270, 186], [288, 171], [224, 191], [254, 174], [288, 186], [273, 176], [214, 189], [243, 174]]",24,0.127086,0.025577,0.029658,"[ 1.15828933e-02 -1.82376658e-03  2.01435428e-05  4.68288169e-07
  4.61827543e-07 -7.78251127e-05]",0.057652,0
"[[211, 181], [279, 187], [234, 188], [219, 174], [283, 180], [240, 182], [230, 176], [245, 189], [260, 181], [251, 183], [263, 175], [223, 182], [270, 186], [287, 171], [224, 191], [254, 174], [287, 186], [273, 176], [214, 189], [243, 174]]",25,0.135937,0.02442,0.028836,"[ 1.17064579e-02 -3.67037370e-03  1.47166589e-05  4.34548798e-07
  4.04852029e-07 -6.08236961e-05]",0.067403,0
"[[210, 181], [278, 187], [234, 188], [218, 174], [283, 180], [239, 182], [229, 176], [244, 189], [259, 181], [250, 183], [263, 174], [223, 182], [269, 186], [287, 171], [224, 191], [254, 174], [287, 186], [272, 175], [213, 189], [242, 174]]",26,0.141049,0.026214,0.030256,"[ 1.08870701e-02 -4.18409494e-03  1.06806180e-05  4.37694944e-07
  3.88138597e-07 -6.07728834e-05]",0.073149,0
"[[210, 181], [278, 187], [233, 188], [218, 174], [282, 180], [239, 182], [228, 176], [244, 189], [258, 181], [249, 183], [262, 174], [222, 182], [269, 187], [286, 171], [223, 191], [253, 174], [286, 186], [272, 175], [213, 189], [241, 174]]",27,0.128106,0.027422,0.031293,"[ 1.12064249e-02 -3.49264370e-03  1.92251005e-05  3.63810712e-07
  4.16389742e-07 -6.36504634e-05]",0.058146,0
"[[209, 182], [277, 188], [233, 189], [217, 175], [281, 181], [238, 182], [228, 176], [244, 189], [259, 182], [249, 184], [262, 175], [222, 183], [268, 187], [285, 171], [222, 192], [253, 175], [286, 187], [271, 176], [212, 190], [241, 175]]",28,0.137955,0.027119,0.030936,"[ 1.03456808e-02 -5.05283561e-03  8.09401685e-06  3.70029897e-07
  3.42772244e-07 -5.25008383e-05]",0.067449,0
"[[209, 182], [276, 188], [232, 189], [216, 175], [280, 180], [237, 182], [227, 176], [243, 190], [258, 182], [248, 184], [261, 174], [221, 183], [267, 188], [285, 171], [222, 192], [252, 175], [285, 187], [270, 176], [211, 190], [241, 175]]",29,0.127635,0.025951,0.030316,"[ 9.69039633e-03 -6.46973480e-03  5.09181813e-07  3.52645054e-07
  2.79374082e-07 -4.27589346e-05]",0.059496,0
"[[208, 183], [276, 188], [231, 189], [215, 175], [280, 180], [236, 183], [226, 177], [242, 190], [257, 182], [247, 184], [260, 175], [220, 183], [267, 188], [284, 172], [221, 192], [251, 175], [285, 188], [269, 176], [211, 190], [239, 175]]",30,0.138479,0.023232,0.027644,"[ 1.01812677e-02 -2.40108396e-03  2.44463467e-05  3.16828234e-07
  4.50974452e-07 -7.34633631e-05]",0.067494,0
"[[207, 183], [275, 189], [230, 189], [215, 176], [279, 181], [236, 183], [226, 177], [241, 190], [255, 182], [247, 184], [259, 175], [219, 184], [266, 188], [284, 172], [220, 193], [250, 175], [284, 188], [269, 176], [210, 191], [239, 176]]",31,0.12451,0.0243,0.028335,"[ 8.94735105e-03 -5.00599000e-03  2.69378039e-06  4.09790980e-07
  3.30308832e-07 -5.62233584e-05]",0.05711,0
"[[207, 183], [275, 189], [229, 190], [214, 176], [279, 181], [236, 183], [225, 177], [240, 190], [255, 182], [246, 184], [259, 175], [219, 184], [265, 188], [283, 173], [219, 193], [250, 175], [283, 188], [269, 176], [209, 191], [239, 176]]",32,0.13542,0.025244,0.029873,"[ 8.43401498e-03 -6.43763448e-03 -9.28858038e-06  4.98037732e-07
  2.83226302e-07 -4.56959878e-05]",0.067453,0
"[[206, 183], [274, 189], [229, 190], [214, 176], [278, 181], [235, 183], [225, 177], [240, 191], [254, 183], [246, 184], [258, 175], [218, 184], [264, 188], [283, 173], [219, 193], [249, 175], [283, 188], [268, 176], [209, 191], [238, 176]]",33,0.136635,0.027735,0.031609,"[ 8.66615797e-03 -5.88640063e-03 -2.39774456e-06  4.27758599e-07
  2.98747742e-07 -4.78031906e-05]",0.067059,0
"[[206, 183], [274, 189], [229, 191], [214, 177], [278, 182], [235, 184], [224, 178], [239, 191], [254, 183], [245, 185], [258, 176], [218, 185], [264, 189], [282, 173], [219, 194], [249, 176], [283, 188], [268, 177], [209, 192], [237, 176]]",34,0.126957,0.026182,0.030133,"[ 8.55687033e-03 -4.09182614e-03  5.57697482e-06  3.95320968e-07
  3.43796212e-07 -6.22973492e-05]",0.057364,0
"[[205, 184], [272, 190], [228, 191], [213, 177], [277, 182], [234, 184], [224, 178], [238, 191], [253, 183], [244, 185], [257, 176], [217, 185], [262, 189], [282, 173], [218, 194], [248, 176], [281, 189], [267, 177], [208, 192], [236, 176]]",35,0.147356,0.023999,0.028114,"[ 7.98078204e-03 -7.28551965e-03 -1.45273457e-05  4.65461105e-07
  2.16141764e-07 -3.54536019e-05]",0.081883,0
"[[205, 184], [272, 190], [227, 191], [212, 177], [276, 182], [233, 184], [223, 178], [237, 192], [252, 184], [244, 185], [257, 176], [216, 185], [262, 190], [281, 173], [217, 194], [247, 176], [281, 189], [266, 177], [207, 193], [236, 177]]",36,0.125124,0.023243,0.027419,"[ 7.30227400e-03 -7.80852184e-03 -1.50770907e-05  4.11467415e-07
  2.03044030e-07 -3.35274567e-05]",0.056974,0
"[[205, 184], [272, 191], [228, 192], [212, 178], [276, 183], [233, 185], [223, 179], [238, 192], [253, 185], [244, 186], [256, 177], [217, 186], [262, 190], [280, 174], [218, 195], [247, 177], [280, 190], [266, 178], [207, 193], [236, 177]]",37,0.134415,0.023481,0.027932,"[ 8.76726140e-03 -5.70495000e-03  2.07520134e-06  3.15249885e-07
  2.66191285e-07 -4.05180286e-05]",0.06777,0
"[[204, 184], [272, 191], [228, 192], [212, 178], [276, 183], [233, 185], [223, 179], [238, 193], [253, 185], [244, 186], [257, 177], [217, 186], [262, 191], [280, 175], [217, 195], [248, 177], [280, 190], [266, 178], [207, 193], [236, 178]]",38,0.127399,0.024211,0.029014,"[ 8.28718959e-03 -7.37578835e-03 -1.00353499e-05  3.92905172e-07
  2.21353505e-07 -2.84015095e-05]",0.057651,0
"[[204, 185], [271, 192], [227, 193], [211, 178], [276, 184], [232, 185], [222, 179], [237, 193], [252, 185], [243, 187], [256, 177], [216, 186], [262, 191], [280, 175], [217, 195], [247, 178], [280, 191], [265, 179], [206, 194], [235, 178]]",39,0.138115,0.028371,0.032182,"[ 8.04815800e-03 -7.24030896e-03 -3.79224856e-06  3.09047348e-07
  2.47314359e-07 -2.87105534e-05]",0.06726,0
"[[203, 186], [271, 192], [226, 193], [210, 179], [275, 184], [232, 186], [222, 180], [237, 194], [252, 186], [242, 187], [255, 178], [215, 187], [261, 192], [279, 176], [216, 196], [246, 178], [280, 191], [265, 179], [206, 194], [235, 179]]",40,0.13614,0.026279,0.03012,"[ 7.70405536e-03 -4.98909339e-03  1.23395524e-06  3.62233724e-07
  3.07934200e-07 -4.83408761e-05]",0.067023,0
"[[203, 186], [270, 193], [225, 194], [210, 179], [274, 185], [231, 186], [221, 180], [236, 194], [251, 186], [242, 188], [254, 178], [215, 187], [261, 192], [279, 176], [215, 197], [245, 179], [279, 192], [264, 179], [205, 195], [234, 179]]",41,0.130292,0.026593,0.031022,"[ 7.19387607e-03 -7.96126413e-03 -9.08193195e-06  2.79093970e-07
  1.98369219e-07 -2.32453922e-05]",0.059381,0
"[[203, 187], [270, 193], [225, 194], [210, 180], [274, 185], [231, 187], [221, 180], [235, 194], [250, 186], [242, 188], [255, 178], [214, 188], [261, 192], [278, 176], [215, 197], [245, 179], [279, 192], [264, 180], [205, 195], [234, 179]]",42,0.136882,0.023025,0.027266,"[ 6.88422022e-03 -6.84050982e-03 -1.06040279e-05  3.56459381e-07
  2.16812901e-07 -3.43351723e-05]",0.069023,0
"[[202, 187], [269, 193], [224, 194], [209, 180], [273, 185], [230, 187], [220, 181], [234, 195], [249, 187], [240, 188], [253, 179], [213, 188], [259, 193], [278, 177], [214, 197], [244, 179], [278, 193], [263, 180], [204, 196], [233, 180]]",43,0.127847,0.023942,0.028855,"[ 6.87003661e-03 -6.70822253e-03 -1.10742082e-05  3.92902375e-07
  2.28444075e-07 -3.23315803e-05]",0.057212,0
"[[202, 187], [268, 194], [223, 195], [209, 181], [273, 185], [229, 187], [220, 181], [233, 195], [248, 187], [240, 189], [253, 179], [213, 189], [258, 193], [277, 177], [214, 198], [244, 180], [277, 193], [263, 181], [204, 196], [232, 180]]",44,0.13701,0.026622,0.03073,"[ 6.74158951e-03 -7.63999905e-03 -1.98291063e-05  4.30151374e-07
  1.64189432e-07 -2.31539827e-05]",0.067309,0
"[[201, 188], [267, 194], [223, 195], [208, 181], [272, 186], [228, 188], [219, 182], [233, 196], [248, 188], [239, 189], [252, 180], [212, 189], [257, 194], [277, 177], [213, 198], [243, 180], [276, 193], [262, 181], [203, 197], [231, 180]]",45,0.128028,0.02787,0.031924,"[ 6.15558751e-03 -7.63927073e-03 -2.08329965e-05  4.14517164e-07
  1.55621725e-07 -2.45557606e-05]",0.05764,0
"[[201, 188], [267, 195], [224, 196], [208, 181], [272, 187], [229, 188], [219, 182], [233, 196], [248, 188], [239, 190], [253, 180], [213, 190], [258, 194], [276, 178], [213, 199], [243, 180], [276, 194], [262, 181], [203, 197], [232, 181]]",46,0.137358,0.027357,0.031175,"[ 6.52693951e-03 -9.45116055e-03 -2.32594603e-05  3.18849222e-07
  9.18473523e-08 -5.42641864e-06]",0.067545,0
"[[201, 189], [268, 195], [224, 196], [208, 182], [272, 187], [229, 189], [219, 183], [234, 197], [249, 189], [240, 190], [253, 181], [213, 190], [258, 195], [276, 179], [214, 199], [244, 181], [276, 194], [262, 182], [203, 197], [232, 182]]",47,0.125978,0.025995,0.030335,"[ 7.19961702e-03 -5.47895138e-03 -8.37116975e-06  3.92271383e-07
  2.30089768e-07 -3.45861721e-05]",0.058063,1
"[[200, 189], [267, 196], [223, 197], [207, 182], [271, 188], [228, 189], [219, 183], [233, 198], [248, 190], [239, 191], [252, 181], [212, 190], [258, 196], [276, 179], [213, 200], [242, 182], [276, 195], [261, 182], [203, 198], [231, 182]]",48,0.152098,0.023545,0.027782,"[ 6.71875899e-03 -7.64844002e-03 -7.68382608e-06  2.07553686e-07
  1.72091859e-07 -1.60096099e-05]",0.086557,0
"[[200, 189], [267, 196], [222, 197], [207, 183], [271, 188], [228, 189], [218, 183], [233, 198], [248, 190], [239, 191], [252, 181], [212, 191], [257, 196], [275, 179], [212, 200], [242, 182], [275, 195], [261, 182], [202, 198], [231, 182]]",49,0.115442,0.023844,0.028197,"[ 6.13361827e-03 -8.49770572e-03 -1.93006959e-05  2.99700397e-07
  1.23096797e-07 -1.17572822e-05]",0.04684,0
"[[199, 191], [266, 197], [221, 198], [206, 183], [270, 187], [227, 190], [217, 184], [232, 198], [247, 190], [237, 192], [250, 181], [211, 191], [256, 196], [275, 180], [211, 201], [241, 182], [275, 195], [260, 183], [202, 199], [230, 183]]",50,0.138158,0.028145,0.032752,"[ 5.24932108e-03 -6.75843944e-03 -1.57000951e-05  3.07655043e-07
  1.57916370e-07 -2.99505044e-05]",0.066704,0
"[[199, 191], [266, 197], [220, 198], [206, 184], [270, 189], [226, 190], [217, 184], [231, 199], [246, 190], [237, 192], [250, 182], [210, 192], [256, 196], [275, 180], [211, 201], [241, 182], [275, 196], [260, 183], [201, 199], [230, 183]]",51,0.140816,0.02731,0.034673,"[ 4.99433838e-03 -7.60128481e-03 -2.17596588e-05  3.61733519e-07
  1.48902636e-07 -2.29021786e-05]",0.067061,0
"[[199, 191], [266, 197], [220, 199], [206, 184], [270, 189], [227, 191], [217, 184], [230, 199], [246, 191], [237, 192], [251, 182], [210, 192], [256, 197], [274, 181], [211, 201], [241, 183], [274, 196], [260, 184], [201, 200], [230, 183]]",52,0.137354,0.026118,0.033993,"[ 5.20180838e-03 -9.00831470e-03 -3.09108346e-05  4.00264518e-07
  8.59731255e-08 -8.11642390e-06]",0.058734,0
"[[199, 192], [265, 198], [220, 199], [206, 185], [269, 189], [226, 191], [217, 185], [230, 200], [245, 191], [236, 192], [250, 182], [210, 193], [254, 197], [274, 181], [211, 202], [240, 183], [274, 197], [259, 184], [201, 200], [229, 184]]",53,0.131413,0.026343,0.03419,"[ 5.35976843e-03 -7.99400421e-03 -2.64624718e-05  3.60141235e-07
  8.05137591e-08 -1.36906505e-05]",0.05887,0
"[[199, 192], [265, 198], [221, 200], [205, 185], [269, 190], [226, 192], [216, 186], [231, 200], [245, 192], [236, 193], [250, 183], [210, 193], [255, 198], [273, 182], [211, 202], [240, 184], [274, 198], [259, 184], [201, 201], [229, 184]]",54,0.14345,0.024841,0.02876,"[ 6.00018650e-03 -6.01571508e-03 -7.82085201e-06  2.35637344e-07
  1.71299814e-07 -2.48069350e-05]",0.076831,0
"[[198, 193], [264, 199], [221, 200], [205, 186], [269, 190], [226, 193], [216, 186], [230, 201], [245, 192], [236, 194], [250, 184], [210, 194], [254, 199], [273, 182], [210, 203], [240, 184], [273, 198], [259, 185], [200, 201], [229, 185]]",55,0.113702,0.023722,0.028327,"[ 5.10411924e-03 -8.61149325e-03 -3.05240733e-05  3.53053683e-07
  5.23605049e-08 -6.52647767e-06]",0.047469,0
"[[198, 193], [265, 200], [221, 201], [205, 186], [268, 191], [226, 193], [216, 187], [231, 201], [246, 193], [236, 194], [250, 185], [209, 194], [255, 199], [273, 182], [210, 203], [240, 185], [273, 199], [259, 186], [200, 202], [229, 185]]",56,0.137635,0.026424,0.030564,"[ 5.46120618e-03 -7.77288812e-03 -1.94352715e-05  2.64870673e-07
  1.07967267e-07 -1.01902067e-05]",0.067436,0
"[[198, 193], [264, 200], [220, 201], [204, 186], [268, 191], [225, 193], [215, 187], [230, 202], [245, 194], [235, 194], [249, 184], [209, 195], [254, 200], [272, 183], [209, 204], [239, 185], [272, 199], [258, 185], [200, 202], [228, 186]]",57,0.12875,0.028069,0.03184,"[ 5.25083693e-03 -8.49547695e-03 -2.09316558e-05  2.09037476e-07
  6.46318388e-08 -3.29477661e-06]",0.057364,0
"[[197, 194], [263, 200], [220, 202], [204, 187], [268, 191], [225, 193], [215, 187], [230, 202], [245, 194], [235, 195], [248, 185], [209, 195], [254, 200], [272, 184], [209, 204], [239, 186], [272, 199], [258, 186], [200, 203], [227, 186]]",58,0.135986,0.026214,0.029957,"[ 5.23096089e-03 -6.34711509e-03 -1.55440378e-05  2.65697676e-07
  1.26929471e-07 -2.04470367e-05]",0.066947,0
"[[197, 195], [263, 201], [219, 202], [204, 187], [267, 191], [224, 194], [215, 188], [229, 203], [244, 194], [235, 196], [248, 186], [208, 196], [253, 201], [272, 184], [209, 205], [238, 186], [272, 200], [257, 187], [199, 203], [227, 187]]",59,0.12932,0.026727,0.031017,"[ 4.95243152e-03 -7.13828109e-03 -2.02430362e-05  2.62299360e-07
  9.14856367e-08 -1.30468242e-05]",0.05822,0
"[[197, 195], [263, 201], [218, 202], [204, 188], [267, 192], [224, 194], [215, 188], [228, 203], [244, 194], [235, 196], [248, 185], [208, 196], [253, 201], [272, 184], [209, 205], [238, 186], [272, 200], [257, 186], [199, 204], [227, 187]]",60,0.137229,0.023879,0.028015,"[ 4.26425102e-03 -8.53918708e-03 -3.05158191e-05  2.84817293e-07
  2.84919661e-08 -5.64260247e-06]",0.069832,0
"[[197, 196], [262, 201], [218, 203], [203, 188], [267, 192], [223, 195], [214, 188], [227, 203], [243, 195], [234, 196], [247, 185], [207, 196], [252, 201], [271, 185], [208, 206], [237, 186], [271, 201], [256, 186], [199, 204], [226, 187]]",61,0.126042,0.023599,0.027964,"[ 4.25994065e-03 -8.61949211e-03 -2.72164963e-05  2.16906293e-07
  1.80490498e-08 -2.58532116e-06]",0.05775,0
"[[197, 196], [262, 202], [219, 204], [204, 189], [267, 193], [224, 195], [215, 189], [228, 204], [244, 196], [234, 197], [248, 187], [208, 197], [252, 202], [271, 185], [209, 206], [238, 187], [271, 201], [257, 189], [199, 205], [227, 188]]",62,0.137855,0.028007,0.032032,"[ 5.14771552e-03 -8.36953713e-03 -3.18182340e-05  3.12531707e-07
  5.19532702e-09  2.60306124e-06]",0.067899,0
"[[196, 197], [262, 203], [219, 204], [203, 189], [266, 194], [223, 196], [214, 190], [228, 205], [243, 196], [234, 197], [247, 187], [208, 198], [252, 203], [271, 186], [208, 207], [238, 188], [271, 202], [256, 189], [199, 205], [227, 188]]",63,0.139045,0.027398,0.031197,"[ 5.04457458e-03 -8.09603983e-03 -2.47333946e-05  2.22346982e-07
  2.96048501e-08  1.86632347e-06]",0.069455,0
"[[196, 197], [262, 203], [218, 205], [203, 190], [267, 195], [223, 196], [214, 190], [228, 205], [243, 197], [234, 198], [247, 187], [207, 198], [252, 203], [270, 186], [208, 207], [238, 188], [271, 202], [256, 189], [198, 206], [227, 189]]",64,0.126301,0.025746,0.029956,"[ 4.39339572e-03 -8.41140966e-03 -2.92024368e-05  2.44188187e-07
  1.81654307e-08  9.94649531e-07]",0.057622,0
"[[196, 197], [261, 203], [218, 205], [202, 190], [266, 195], [222, 197], [213, 191], [228, 206], [243, 197], [233, 198], [247, 188], [207, 198], [252, 204], [270, 187], [208, 208], [237, 189], [270, 202], [256, 190], [198, 206], [226, 189]]",65,0.140266,0.025192,0.029544,"[ 4.84183480e-03 -6.46989197e-03 -1.89428764e-05  2.36977147e-07
  8.51482926e-08 -1.03017394e-05]",0.069358,0
