keypoints,iteration_number,delta_loop,delta_interference,delta_extract_featurepoints,dp,delta_camera,lin_factor
"[[175, 210], [233, 213], [193, 217], [213, 218], [203, 218], [215, 208], [180, 219], [239, 207]]",188,0.136855,0.024751,0.028492,"[ 4.09828433e-04  1.91820618e-04  1.06429427e-06 -6.61490360e-08
 -6.44006208e-08  1.42272718e-05]",0.068898,0
"[[175, 211], [233, 213], [193, 218], [213, 218], [203, 219], [215, 209], [179, 219], [239, 208]]",189,0.133695,0.024133,0.028134,"[-3.23210875e-04  1.75242514e-03 -6.43823970e-06  1.28313631e-07
 -1.51729388e-08 -2.40928797e-06]",0.065735,0
"[[175, 211], [233, 213], [193, 218], [213, 218], [203, 219], [215, 209], [179, 219], [239, 208]]",190,0.133492,0.023279,0.027552,"[-3.23210875e-04  1.75242514e-03 -6.43823970e-06  1.28313631e-07
 -1.51729388e-08 -2.40928797e-06]",0.066487,0
"[[175, 210], [233, 213], [193, 217], [213, 218], [203, 218], [215, 208], [179, 219], [239, 207]]",191,0.13326,0.023675,0.027628,"[ 2.40010585e-04 -2.22712484e-03 -1.37420983e-05 -8.11790532e-09
 -1.46769482e-07  3.23345318e-05]",0.066296,0
"[[175, 210], [233, 213], [193, 217], [213, 218], [203, 218], [215, 208], [180, 219], [239, 207]]",192,0.132055,0.02381,0.027789,"[ 4.09828433e-04  1.91820618e-04  1.06429427e-06 -6.61490360e-08
 -6.44006208e-08  1.42272718e-05]",0.065809,0
"[[175, 211], [233, 213], [193, 218], [213, 218], [203, 219], [215, 208], [179, 219], [239, 207]]",193,0.134908,0.024515,0.028285,"[-5.03871069e-04 -1.91018229e-03 -1.65423413e-05 -1.31636715e-09
 -1.65502846e-07  2.44647012e-05]",0.066644,0
"[[175, 210], [233, 213], [193, 217], [213, 218], [203, 218], [215, 208], [179, 219], [239, 207]]",194,0.134751,0.025088,0.02932,"[ 2.40010585e-04 -2.22712484e-03 -1.37420983e-05 -8.11790532e-09
 -1.46769482e-07  3.23345318e-05]",0.065728,0
"[[175, 211], [233, 213], [193, 218], [212, 218], [203, 219], [215, 209], [179, 219], [239, 208]]",195,0.126764,0.024953,0.028923,"[-6.24232459e-06 -3.96344998e-05 -2.06666130e-05  2.19175665e-07
 -9.76367267e-08  1.46825033e-05]",0.056098,0
"[[175, 211], [233, 213], [193, 218], [212, 219], [203, 219], [215, 209], [180, 219], [239, 208]]",196,0.135668,0.023862,0.028625,"[ 5.29329191e-04  8.91990739e-05 -1.01928140e-05  7.72761570e-08
 -9.46208420e-08  1.80495240e-05]",0.066311,0
"[[175, 211], [233, 213], [193, 218], [213, 219], [203, 219], [215, 209], [179, 219], [239, 208]]",197,0.130632,0.022815,0.026834,"[-1.35334089e-05  1.38750717e-04 -6.00500464e-06  2.11477949e-08
 -6.48813843e-08  1.31944107e-05]",0.065754,0
"[[175, 211], [233, 213], [193, 218], [212, 219], [203, 219], [215, 209], [179, 219], [239, 208]]",198,0.133854,0.023943,0.027685,"[ 3.50802436e-04 -2.10776510e-03 -2.31523546e-05  1.24014680e-07
 -1.66609730e-07  3.42609622e-05]",0.066518,0
"[[175, 211], [233, 213], [193, 218], [213, 219], [203, 219], [215, 209], [180, 219], [239, 208]]",199,0.134855,0.02463,0.028459,"[ 1.71131687e-04  2.34114914e-03  6.97426242e-06 -2.54471868e-08
  7.13168157e-09 -3.01055021e-06]",0.065829,0
"[[175, 211], [233, 214], [193, 218], [213, 219], [203, 219], [215, 209], [180, 219], [239, 208]]",200,0.136008,0.024849,0.028693,"[ 6.60244752e-04  1.91690181e-03  8.59737085e-06 -5.13092556e-08
  6.71144315e-09  4.69409817e-06]",0.066879,0
"[[175, 211], [232, 213], [193, 218], [212, 218], [203, 219], [215, 209], [179, 219], [239, 208]]",201,0.137716,0.023888,0.030816,"[ 2.36086804e-04 -5.75315763e-04 -1.13335268e-05  9.50055821e-08
 -6.94027951e-08  1.23843657e-05]",0.067217,0
"[[175, 211], [233, 213], [193, 218], [212, 218], [203, 219], [215, 208], [179, 219], [239, 208]]",202,0.12323,0.024037,0.028144,"[ 6.84890944e-05 -1.01930639e-03 -1.03737744e-05  5.00229081e-08
 -7.60016674e-08  1.42800910e-05]",0.055567,0
"[[175, 211], [232, 213], [193, 218], [212, 218], [203, 219], [215, 208], [179, 219], [239, 208]]",203,0.134324,0.022753,0.027201,"[ 3.05518298e-04 -1.55799822e-03 -1.33519529e-05  5.73790476e-08
 -1.05648529e-07  2.06176226e-05]",0.069126,0
"[[175, 211], [233, 213], [193, 218], [212, 218], [203, 219], [215, 209], [179, 219], [239, 208]]",204,0.133497,0.023895,0.027641,"[-2.49692984e-06 -1.58537999e-05 -8.26664521e-06  8.76702660e-08
 -3.90546907e-08  5.87300132e-06]",0.066612,0
"[[175, 211], [233, 213], [193, 218], [213, 218], [203, 219], [215, 209], [179, 219], [239, 208]]",205,0.134402,0.024577,0.028428,"[-1.29284350e-04  7.00970056e-04 -2.57529588e-06  5.13254523e-08
 -6.06917553e-09 -9.63715190e-07]",0.065949,0
"[[175, 211], [233, 213], [193, 218], [212, 218], [203, 219], [215, 209], [179, 219], [239, 208]]",206,0.133866,0.024917,0.0287,"[-2.49692984e-06 -1.58537999e-05 -8.26664521e-06  8.76702660e-08
 -3.90546907e-08  5.87300132e-06]",0.066062,0
"[[175, 211], [233, 213], [193, 218], [212, 219], [203, 219], [215, 209], [179, 219], [239, 208]]",207,0.133648,0.023861,0.027788,"[ 1.40320974e-04 -8.43106040e-04 -9.26094185e-06  4.96058720e-08
 -6.66438919e-08  1.37043849e-05]",0.066238,0
"[[175, 211], [233, 213], [193, 218], [212, 219], [203, 219], [215, 209], [179, 219], [239, 208]]",208,0.134619,0.023934,0.028309,"[ 1.40320974e-04 -8.43106040e-04 -9.26094185e-06  4.96058720e-08
 -6.66438919e-08  1.37043849e-05]",0.066328,0
"[[175, 211], [233, 213], [193, 218], [212, 218], [203, 219], [215, 209], [179, 219], [239, 208]]",209,0.133207,0.023652,0.02764,"[-2.49692984e-06 -1.58537999e-05 -8.26664521e-06  8.76702660e-08
 -3.90546907e-08  5.87300132e-06]",0.066398,0
"[[175, 211], [233, 213], [193, 218], [212, 219], [203, 219], [215, 209], [179, 219], [239, 208]]",210,0.133124,0.023675,0.027565,"[ 1.40320974e-04 -8.43106040e-04 -9.26094185e-06  4.96058720e-08
 -6.66438919e-08  1.37043849e-05]",0.066071,0
"[[175, 211], [233, 213], [193, 218], [212, 219], [203, 219], [215, 209], [179, 219], [239, 208]]",211,0.134371,0.024487,0.028386,"[ 1.40320974e-04 -8.43106040e-04 -9.26094185e-06  4.96058720e-08
 -6.66438919e-08  1.37043849e-05]",0.066056,0
"[[175, 211], [233, 214], [193, 218], [212, 219], [203, 219], [215, 209], [179, 219], [239, 208]]",212,0.136067,0.025215,0.029142,"[ 3.12883326e-04 -9.19415816e-04 -7.96568510e-06  3.60275558e-08
 -6.23113771e-08  1.58517316e-05]",0.066349,0
"[[175, 211], [232, 214], [193, 218], [212, 219], [203, 219], [215, 209], [179, 219], [238, 209]]",213,0.12946,0.024095,0.031612,"[ 8.70465287e-04 -7.13477798e-04 -5.85661108e-06  2.98846898e-08
 -6.40539820e-08  1.91912998e-05]",0.0567,0
"[[175, 211], [232, 214], [193, 218], [212, 219], [203, 219], [215, 209], [179, 219], [238, 209]]",214,0.135952,0.023598,0.030682,"[ 8.70465287e-04 -7.13477798e-04 -5.85661108e-06  2.98846898e-08
 -6.40539820e-08  1.91912998e-05]",0.066461,0
"[[175, 211], [232, 214], [193, 218], [212, 219], [203, 219], [215, 209], [179, 220], [238, 208]]",215,0.136092,0.025852,0.029664,"[ 6.42925454e-04 -1.76969571e-03 -1.06565019e-05  5.29997654e-09
 -1.17756658e-07  2.56228761e-05]",0.066412,0
"[[175, 212], [232, 214], [193, 218], [212, 219], [203, 219], [214, 210], [179, 220], [238, 208]]",216,0.122911,0.024284,0.028278,"[ 2.28344964e-05  2.08481248e-03  2.68104030e-06  5.10611078e-08
  1.99567906e-08 -9.56838173e-06]",0.055799,0
"[[174, 212], [233, 214], [193, 219], [212, 219], [203, 220], [215, 210], [179, 220], [238, 209]]",217,0.139765,0.024822,0.02896,"[-2.52993316e-04  1.66229850e-03  4.09536374e-06  8.26067372e-09
  2.86708226e-08 -8.25592664e-06]",0.066012,0
"[[175, 212], [232, 214], [192, 219], [212, 219], [202, 219], [214, 210], [179, 220], [238, 209]]",218,0.134597,0.023451,0.027282,"[ 1.26742609e-04  1.36132463e-03 -4.16394875e-06  1.10982367e-07
 -5.57114700e-09 -2.50500406e-06]",0.066188,0
"[[175, 211], [232, 214], [193, 218], [212, 219], [202, 219], [214, 209], [179, 220], [238, 208]]",219,0.136687,0.024354,0.031402,"[ 5.02882657e-04 -6.51250513e-04 -4.75827481e-06 -6.70269813e-09
 -7.34589207e-08  1.58861997e-05]",0.065926,0
"[[175, 211], [232, 214], [193, 218], [212, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",220,0.127242,0.023352,0.027779,"[ 5.86170234e-04 -1.56642083e-05 -1.25586690e-06 -3.72661164e-09
 -4.18191350e-08  1.14563884e-05]",0.055845,0
"[[175, 211], [232, 214], [193, 218], [212, 219], [202, 219], [214, 209], [179, 220], [238, 208]]",221,0.132672,0.023699,0.027671,"[ 5.02882657e-04 -6.51250513e-04 -4.75827481e-06 -6.70269813e-09
 -7.34589207e-08  1.58861997e-05]",0.065953,0
"[[174, 211], [232, 214], [192, 218], [212, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",222,0.132948,0.024081,0.027905,"[ 1.44855796e-04  7.66924115e-04  3.43534368e-06 -2.05111395e-08
  2.66875201e-09  1.88022773e-06]",0.066046,0
"[[174, 211], [232, 214], [192, 218], [212, 219], [202, 219], [214, 209], [179, 220], [238, 208]]",223,0.142492,0.023948,0.028083,"[ 5.10119412e-05  1.99177899e-04  4.63863923e-07 -2.64787964e-08
 -2.56464122e-08  5.68959952e-06]",0.07275,0
"[[174, 211], [232, 214], [192, 218], [212, 219], [202, 219], [214, 209], [179, 220], [238, 208]]",224,0.134533,0.025847,0.030361,"[ 5.10119412e-05  1.99177899e-04  4.63863923e-07 -2.64787964e-08
 -2.56464122e-08  5.68959952e-06]",0.063069,0
"[[174, 211], [232, 214], [192, 218], [212, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",225,0.131897,0.025104,0.028941,"[ 1.44855796e-04  7.66924115e-04  3.43534368e-06 -2.05111395e-08
  2.66875201e-09  1.88022773e-06]",0.062909,0
"[[174, 211], [232, 213], [192, 218], [212, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",226,0.127446,0.024512,0.028572,"[-5.07114620e-05  9.34784606e-04  2.77967864e-06 -1.01346143e-08
  2.79934508e-09 -1.19365982e-06]",0.056379,0
"[[174, 211], [232, 213], [192, 218], [211, 219], [202, 219], [214, 209], [178, 219], [238, 208]]",227,0.13398,0.025326,0.029067,"[ 2.98743693e-05 -8.44744051e-04 -9.27270098e-06  4.96755850e-08
 -6.70401526e-08  1.37873488e-05]",0.066416,0
"[[174, 211], [232, 213], [192, 218], [211, 218], [202, 219], [214, 209], [178, 219], [238, 208]]",228,0.127313,0.024166,0.028042,"[-1.16185600e-04 -2.29226600e-05 -8.31293857e-06  8.79261326e-08
 -3.95102175e-08  5.96821402e-06]",0.056539,0
"[[174, 211], [232, 213], [192, 218], [211, 219], [202, 219], [214, 209], [178, 219], [238, 208]]",229,0.13675,0.024807,0.028899,"[ 2.98743693e-05 -8.44744051e-04 -9.27270098e-06  4.96755850e-08
 -6.70401526e-08  1.37873488e-05]",0.066008,0
"[[174, 211], [232, 213], [192, 218], [211, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",230,0.13613,0.025497,0.029545,"[ 9.69700708e-05  3.47102412e-05 -4.08388719e-06  3.09597433e-08
 -3.80681255e-08  7.26558405e-06]",0.06659,0
"[[174, 211], [232, 213], [192, 218], [211, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",231,0.124771,0.024601,0.028551,"[ 9.69700708e-05  3.47102412e-05 -4.08388719e-06  3.09597433e-08
 -3.80681255e-08  7.26558405e-06]",0.057182,0
"[[174, 211], [232, 213], [192, 218], [212, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",232,0.140269,0.023457,0.030515,"[-5.07114620e-05  9.34784606e-04  2.77967864e-06 -1.01346143e-08
  2.79934508e-09 -1.19365982e-06]",0.066014,0
"[[174, 211], [232, 213], [192, 218], [212, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",233,0.137734,0.025333,0.032122,"[-5.07114620e-05  9.34784606e-04  2.77967864e-06 -1.01346143e-08
  2.79934508e-09 -1.19365982e-06]",0.066915,0
"[[174, 211], [232, 213], [192, 218], [211, 219], [202, 219], [214, 209], [178, 219], [238, 208]]",234,0.127053,0.024195,0.02798,"[ 2.98743693e-05 -8.44744051e-04 -9.27270098e-06  4.96755850e-08
 -6.70401526e-08  1.37873488e-05]",0.057121,0
"[[174, 211], [232, 213], [192, 218], [211, 218], [202, 219], [214, 209], [178, 219], [238, 208]]",235,0.131424,0.024659,0.028447,"[-1.16185600e-04 -2.29226600e-05 -8.31293857e-06  8.79261326e-08
 -3.95102175e-08  5.96821402e-06]",0.065957,0
"[[174, 211], [232, 213], [192, 218], [212, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",236,0.135047,0.024409,0.028292,"[-5.07114620e-05  9.34784606e-04  2.77967864e-06 -1.01346143e-08
  2.79934508e-09 -1.19365982e-06]",0.066008,0
"[[174, 211], [232, 213], [192, 218], [211, 219], [202, 219], [214, 209], [179, 219], [238, 208]]",237,0.135094,0.0243,0.028671,"[ 9.69700708e-05  3.47102412e-05 -4.08388719e-06  3.09597433e-08
 -3.80681255e-08  7.26558405e-06]",0.066006,0
"[[174, 211], [232, 213], [192, 218], [211, 218], [202, 219], [214, 209], [179, 219], [238, 208]]",238,0.134894,0.025027,0.028963,"[-6.08546175e-05  9.45170857e-04 -2.56691854e-06  6.68973960e-08
 -6.82205540e-09 -1.35613941e-06]",0.066168,0
"[[174, 211], [232, 213], [192, 218], [212, 218], [202, 219], [214, 209], [179, 219], [238, 208]]",239,0.133612,0.025168,0.02898,"[-1.88844151e-04  1.66186861e-03  3.11679822e-06  3.06695027e-08
  2.62357332e-08 -8.20622569e-06]",0.066179,0
"[[174, 211], [232, 213], [192, 218], [211, 218], [202, 219], [214, 209], [178, 219], [238, 208]]",240,0.140772,0.024452,0.028288,"[-1.16185600e-04 -2.29226600e-05 -8.31293857e-06  8.79261326e-08
 -3.95102175e-08  5.96821402e-06]",0.072634,0
"[[174, 211], [232, 213], [192, 218], [211, 218], [202, 218], [214, 208], [178, 219], [238, 208]]",241,0.125389,0.025757,0.029487,"[-9.79159124e-05 -4.61950781e-04 -1.04139654e-05  8.93356735e-08
 -5.71387993e-08  9.36495387e-06]",0.055896,0
"[[174, 211], [232, 213], [192, 218], [211, 218], [202, 219], [214, 209], [178, 219], [238, 208]]",242,0.133654,0.02335,0.027303,"[-1.16185600e-04 -2.29226600e-05 -8.31293857e-06  8.79261326e-08
 -3.95102175e-08  5.96821402e-06]",0.066625,0
"[[174, 211], [232, 213], [192, 218], [211, 218], [202, 219], [214, 209], [178, 219], [238, 208]]",243,0.127645,0.023858,0.027912,"[-1.16185600e-04 -2.29226600e-05 -8.31293857e-06  8.79261326e-08
 -3.95102175e-08  5.96821402e-06]",0.059367,0
"[[174, 211], [232, 213], [192, 218], [212, 218], [202, 219], [214, 209], [179, 219], [238, 208]]",244,0.131916,0.022635,0.027271,"[-1.88844151e-04  1.66186861e-03  3.11679822e-06  3.06695027e-08
  2.62357332e-08 -8.20622569e-06]",0.067123,0
"[[174, 211], [232, 213], [192, 218], [211, 218], [202, 219], [214, 209], [178, 219], [238, 208]]",245,0.134006,0.024108,0.028513,"[-1.16185600e-04 -2.29226600e-05 -8.31293857e-06  8.79261326e-08
 -3.95102175e-08  5.96821402e-06]",0.066575,0
"[[174, 211], [232, 213], [192, 218], [212, 218], [202, 219], [214, 209], [178, 219], [238, 208]]",246,0.141376,0.024939,0.028703,"[-2.46436297e-04  6.93089824e-04 -2.62545684e-06  5.15790229e-08
 -6.40016074e-09 -8.94838502e-07]",0.073067,0
"[[174, 211], [232, 213], [192, 218], [212, 218], [202, 218], [214, 208], [178, 219], [238, 208]]",247,0.125968,0.025227,0.029236,"[-2.26517444e-04  2.50498843e-04 -4.66047859e-06  5.18691769e-08
 -2.39673913e-08  2.53679336e-06]",0.056356,0
"[[174, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",248,0.134099,0.024323,0.028189,"[ 4.81235768e-05  7.83323436e-05  4.36311012e-07 -2.65179448e-08
 -2.58341612e-08  5.70558036e-06]",0.066688,0
"[[174, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",249,0.134206,0.024209,0.02885,"[ 4.81235768e-05  7.83323436e-05  4.36311012e-07 -2.65179448e-08
 -2.58341612e-08  5.70558036e-06]",0.065978,0
"[[174, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",250,0.13358,0.024484,0.02856,"[ 4.81235768e-05  7.83323436e-05  4.36311012e-07 -2.65179448e-08
 -2.58341612e-08  5.70558036e-06]",0.06615,0
"[[174, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",251,0.133578,0.025515,0.02922,"[ 4.81235768e-05  7.83323436e-05  4.36311012e-07 -2.65179448e-08
 -2.58341612e-08  5.70558036e-06]",0.06583,0
"[[174, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",252,0.135229,0.02548,0.029197,"[ 4.81235768e-05  7.83323436e-05  4.36311012e-07 -2.65179448e-08
 -2.58341612e-08  5.70558036e-06]",0.066347,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",253,0.135594,0.02486,0.028721,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.066492,0
"[[174, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",254,0.125157,0.024795,0.028759,"[ 4.81235768e-05  7.83323436e-05  4.36311012e-07 -2.65179448e-08
 -2.58341612e-08  5.70558036e-06]",0.056057,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",255,0.137347,0.024618,0.029274,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.066087,0
"[[174, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",256,0.13366,0.024793,0.028862,"[ 4.81235768e-05  7.83323436e-05  4.36311012e-07 -2.65179448e-08
 -2.58341612e-08  5.70558036e-06]",0.066046,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",257,0.134047,0.02552,0.02922,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.066156,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",258,0.133635,0.024994,0.02875,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.065759,0
"[[174, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",259,0.134527,0.025243,0.028961,"[ 4.81235768e-05  7.83323436e-05  4.36311012e-07 -2.65179448e-08
 -2.58341612e-08  5.70558036e-06]",0.066163,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",260,0.133628,0.023015,0.027006,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.065744,0
"[[175, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",261,0.133125,0.024921,0.028897,"[ 3.30116110e-04 -3.15237795e-04 -4.95136566e-06  2.81606378e-08
 -5.40468137e-08  1.08084990e-05]",0.065707,0
"[[175, 210], [232, 213], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",262,0.1451,0.024632,0.031509,"[ 4.20185638e-04 -9.82715271e-04 -6.83980143e-06  9.85731715e-09
 -7.96184678e-08  1.70737000e-05]",0.072898,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",263,0.118024,0.028003,0.031879,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.045716,0
"[[175, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",264,0.135087,0.025339,0.029011,"[ 3.30116110e-04 -3.15237795e-04 -4.95136566e-06  2.81606378e-08
 -5.40468137e-08  1.08084990e-05]",0.066371,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",265,0.133965,0.024919,0.02871,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.066262,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",266,0.134517,0.022995,0.027543,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.066668,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",267,0.13429,0.025193,0.029,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.066359,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",268,0.125032,0.023556,0.027846,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.057044,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",269,0.135008,0.024105,0.028247,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.067834,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",270,0.135582,0.02557,0.02929,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.067703,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",271,0.134248,0.02492,0.028729,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.066826,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",272,0.133727,0.02314,0.027241,"[-4.99295473e-05  8.13450147e-04  2.77302723e-06 -1.02162663e-08
  2.72418432e-09 -1.17292458e-06]",0.066216,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 219], [238, 207]]",273,0.135695,0.025566,0.029347,"[-1.43932465e-04  2.43484217e-04 -2.76490012e-07 -1.53587676e-08
 -2.58731141e-08  2.67856452e-06]",0.066471,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",274,0.124606,0.023404,0.027847,"[-4.99295473e-05  8.13450147e-04  2.77302723e-06 -1.02162663e-08
  2.72418432e-09 -1.17292458e-06]",0.056703,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",275,0.133799,0.023806,0.027864,"[-4.99295473e-05  8.13450147e-04  2.77302723e-06 -1.02162663e-08
  2.72418432e-09 -1.17292458e-06]",0.065983,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [178, 218], [238, 207]]",276,0.136104,0.024941,0.028679,"[-1.23032431e-04 -6.55416191e-05 -2.42902019e-06  8.51684934e-09
 -2.63094740e-08  5.32962508e-06]",0.067839,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",277,0.136785,0.024891,0.028852,"[-4.99295473e-05  8.13450147e-04  2.77302723e-06 -1.02162663e-08
  2.72418432e-09 -1.17292458e-06]",0.06771,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",278,0.133037,0.023009,0.027392,"[-4.99295473e-05  8.13450147e-04  2.77302723e-06 -1.02162663e-08
  2.72418432e-09 -1.17292458e-06]",0.065971,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 207], [179, 218], [238, 207]]",279,0.135057,0.024958,0.028762,"[ 3.03840546e-05 -2.85496951e-04 -2.85620906e-07 -4.07672927e-08
 -3.89274646e-08  8.10011508e-06]",0.065843,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 207], [179, 218], [238, 207]]",280,0.133756,0.025004,0.028864,"[ 3.03840546e-05 -2.85496951e-04 -2.85620906e-07 -4.07672927e-08
 -3.89274646e-08  8.10011508e-06]",0.065791,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [178, 218], [238, 207]]",281,0.133215,0.025314,0.029113,"[-1.23032431e-04 -6.55416191e-05 -2.42902019e-06  8.51684934e-09
 -2.63094740e-08  5.32962508e-06]",0.06628,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",282,0.133879,0.024279,0.028046,"[-4.99295473e-05  8.13450147e-04  2.77302723e-06 -1.02162663e-08
  2.72418432e-09 -1.17292458e-06]",0.066418,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",283,0.125558,0.025202,0.028999,"[-4.99295473e-05  8.13450147e-04  2.77302723e-06 -1.02162663e-08
  2.72418432e-09 -1.17292458e-06]",0.056654,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [178, 218], [238, 207]]",284,0.140639,0.023388,0.031017,"[-1.23032431e-04 -6.55416191e-05 -2.42902019e-06  8.51684934e-09
 -2.63094740e-08  5.32962508e-06]",0.068661,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 208], [179, 218], [238, 207]]",285,0.137576,0.025273,0.03226,"[-4.99295473e-05  8.13450147e-04  2.77302723e-06 -1.02162663e-08
  2.72418432e-09 -1.17292458e-06]",0.066281,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 207], [179, 218], [238, 207]]",286,0.123731,0.02512,0.028946,"[ 3.03840546e-05 -2.85496951e-04 -2.85620906e-07 -4.07672927e-08
 -3.89274646e-08  8.10011508e-06]",0.05623,0
"[[174, 210], [232, 212], [192, 217], [212, 218], [202, 218], [214, 207], [179, 218], [238, 207]]",287,0.133972,0.025169,0.028885,"[ 3.03840546e-05 -2.85496951e-04 -2.85620906e-07 -4.07672927e-08
 -3.89274646e-08  8.10011508e-06]",0.066299,0
