keypoints,iteration_number,delta_loop,delta_interference,delta_extract_featurepoints,dp,delta_camera,lin_factor
"[[183, 214], [246, 221], [204, 222], [190, 207], [249, 210], [208, 214], [199, 207], [213, 223], [228, 214], [218, 215], [230, 204], [193, 215], [236, 221], [255, 204], [194, 224], [221, 205], [255, 219], [239, 206], [185, 223], [210, 206]]",52,0.123473,0.024801,0.028958,"[ 2.78831136e-03 -4.70363978e-04  3.69115854e-09  7.14045254e-10
  4.63229001e-08 -3.96655223e-06]",0.056909,0
"[[182, 214], [245, 221], [203, 223], [189, 207], [249, 210], [207, 214], [199, 208], [212, 223], [227, 214], [217, 215], [230, 205], [193, 215], [236, 221], [255, 204], [194, 225], [221, 205], [255, 220], [239, 206], [185, 223], [210, 206]]",53,0.136962,0.024551,0.02932,"[ 2.36015764e-03 -1.69349815e-03 -8.16984184e-06  3.36466476e-08
  8.90563752e-09  3.87363717e-06]",0.066447,0
"[[182, 214], [245, 221], [203, 223], [189, 207], [248, 209], [207, 214], [199, 207], [212, 223], [227, 214], [217, 215], [230, 204], [193, 215], [235, 221], [255, 204], [194, 225], [221, 205], [254, 220], [239, 205], [185, 223], [210, 206]]",54,0.134393,0.024651,0.028818,"[ 2.65444489e-03 -4.28322540e-03 -1.85716480e-05 -2.42336405e-09
 -1.10237839e-07  2.65797422e-05]",0.067324,0
"[[182, 215], [245, 221], [203, 223], [189, 207], [249, 211], [207, 214], [198, 208], [212, 223], [227, 215], [217, 215], [229, 205], [193, 216], [235, 221], [254, 204], [193, 225], [221, 206], [254, 220], [239, 207], [184, 223], [210, 206]]",55,0.133428,0.02456,0.028663,"[ 2.47668391e-03 -1.51482014e-03 -1.14055558e-05  8.98588250e-08
  2.33165519e-09  4.84124368e-06]",0.067955,0
"[[181, 215], [245, 222], [203, 224], [188, 208], [249, 211], [206, 215], [198, 208], [212, 224], [226, 215], [217, 216], [229, 205], [192, 216], [235, 222], [254, 205], [193, 225], [220, 206], [254, 220], [238, 207], [184, 224], [209, 207]]",56,0.144076,0.024721,0.028968,"[ 1.80307223e-03 -2.05240194e-04  9.18857372e-09 -7.60837421e-09
  6.35512834e-08 -8.76425326e-06]",0.073401,0
"[[181, 215], [244, 222], [203, 224], [188, 208], [248, 212], [206, 215], [198, 208], [212, 224], [226, 215], [217, 216], [229, 206], [192, 216], [234, 222], [254, 205], [193, 225], [220, 207], [254, 221], [239, 208], [184, 224], [209, 207]]",57,0.127228,0.027725,0.03208,"[ 2.73306577e-03 -5.03556092e-04 -2.79129712e-06  5.11614942e-08
  5.61411052e-08  1.73412135e-06]",0.056516,0
"[[181, 215], [244, 222], [203, 224], [188, 208], [247, 211], [206, 215], [198, 209], [212, 224], [226, 215], [216, 216], [229, 206], [192, 216], [234, 222], [253, 205], [193, 225], [220, 206], [253, 220], [238, 207], [183, 224], [209, 207]]",58,0.130262,0.024754,0.034003,"[ 2.56947189e-03 -9.78107119e-04 -7.77164216e-06  4.88057678e-08
 -5.87891450e-09  4.47502134e-06]",0.056705,0
"[[181, 215], [244, 222], [202, 224], [187, 208], [248, 211], [206, 215], [197, 209], [211, 224], [226, 215], [216, 216], [229, 206], [192, 216], [234, 222], [253, 205], [193, 226], [219, 206], [253, 221], [237, 207], [183, 224], [208, 207]]",59,0.136452,0.025593,0.029481,"[ 2.04050395e-03 -2.34616743e-04  7.05472885e-07 -2.23479111e-08
  4.71220708e-08 -4.63645924e-06]",0.066941,0
"[[181, 215], [244, 222], [202, 224], [187, 208], [248, 212], [206, 215], [197, 209], [211, 224], [226, 216], [216, 216], [229, 206], [191, 216], [234, 222], [253, 205], [192, 226], [220, 207], [253, 221], [238, 208], [183, 224], [209, 207]]",60,0.131287,0.025651,0.033628,"[ 2.14907154e-03 -1.62506737e-03 -1.13705611e-05  8.71277118e-08
  1.50275084e-08  7.57555938e-06]",0.056188,0
"[[180, 216], [244, 222], [202, 224], [187, 208], [248, 212], [206, 215], [197, 209], [211, 224], [226, 216], [216, 216], [229, 206], [191, 217], [234, 222], [253, 205], [192, 226], [219, 207], [253, 221], [238, 208], [183, 224], [208, 207]]",61,0.128658,0.025809,0.033281,"[ 1.45449949e-03 -3.54544729e-04 -6.65328199e-06  7.63703444e-08
  5.71720141e-08 -7.36640688e-06]",0.057063,0
