keypoints,iteration_number,delta_loop,delta_interference,delta_extract_featurepoints,dp,delta_camera,lin_factor
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",66,0.134153,0.023042,0.027523,"[-1.29629030e-04  1.27391803e-03  6.13089835e-06 -6.05177860e-10
  5.39510622e-08 -1.08018702e-05]",0.065971,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",67,0.134777,0.024415,0.028292,"[-1.29629030e-04  1.27391803e-03  6.13089835e-06 -6.05177860e-10
  5.39510622e-08 -1.08018702e-05]",0.066269,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",68,0.134221,0.025192,0.029045,"[-1.29629030e-04  1.27391803e-03  6.13089835e-06 -6.05177860e-10
  5.39510622e-08 -1.08018702e-05]",0.065899,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",69,0.134066,0.025458,0.029492,"[-1.29629030e-04  1.27391803e-03  6.13089835e-06 -6.05177860e-10
  5.39510622e-08 -1.08018702e-05]",0.066001,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",70,0.133349,0.024351,0.028248,"[-6.30419360e-05  6.55979396e-04  4.29284936e-06 -1.94760771e-08
  2.62789748e-08 -5.60214812e-06]",0.065977,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",71,0.135255,0.022662,0.027387,"[-3.58574670e-05  1.12349731e-03  5.52198053e-06 -2.16671598e-09
  4.52605952e-08 -8.95732965e-06]",0.066561,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",72,0.124851,0.023397,0.027788,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.056582,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",73,0.131475,0.023094,0.027634,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.066524,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [182, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",74,0.134791,0.024804,0.029227,"[ 2.77717371e-04  8.14444441e-04  2.74494878e-06  2.54454822e-08
  3.00086834e-08 -4.03045701e-06]",0.066463,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",75,0.133886,0.025504,0.029502,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.065811,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",76,0.13596,0.025654,0.029688,"[-3.58574670e-05  1.12349731e-03  5.52198053e-06 -2.16671598e-09
  4.52605952e-08 -8.95732965e-06]",0.066379,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",77,0.135655,0.022553,0.026999,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.066145,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",78,0.133531,0.022485,0.026577,"[ 1.43107830e-04  1.16824769e-03  4.07923649e-06  3.05986462e-08
  4.55464101e-08 -7.33609315e-06]",0.066469,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [215, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [226, 206], [172, 223], [198, 206]]",79,0.133779,0.023873,0.027663,"[ 3.29512502e-05  1.99494739e-03  1.07103751e-05 -1.97130290e-08
  7.17455074e-08 -1.45702469e-05]",0.066593,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",80,0.13732,0.024279,0.031294,"[-6.13637688e-05  1.72835751e-03  7.74411439e-06  1.41791070e-08
  7.50515433e-08 -1.35854514e-05]",0.066514,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",81,0.12551,0.02572,0.029642,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.056326,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",82,0.134573,0.025142,0.02897,"[ 5.72093389e-05  1.48569446e-03  6.89010379e-06  9.49915753e-09
  6.23934552e-08 -1.09278154e-05]",0.066594,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",83,0.133824,0.022644,0.026835,"[-1.56678536e-04  8.01345121e-04  4.86783458e-06 -1.77665594e-08
  3.47600831e-08 -7.40592495e-06]",0.066349,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",84,0.132081,0.022304,0.026509,"[ 5.72093389e-05  1.48569446e-03  6.89010379e-06  9.49915753e-09
  6.23934552e-08 -1.09278154e-05]",0.067011,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",85,0.133946,0.024517,0.028293,"[ 1.43107830e-04  1.16824769e-03  4.07923649e-06  3.05986462e-08
  4.55464101e-08 -7.33609315e-06]",0.066497,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",86,0.135835,0.024558,0.028424,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.066382,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",87,0.133167,0.0247,0.028478,"[ 2.73626581e-05  4.52007582e-04  1.11595853e-06  1.79034369e-08
  1.83477459e-08 -3.23211280e-06]",0.065848,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",88,0.134554,0.023616,0.027646,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.066876,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [215, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [198, 206]]",89,0.136738,0.023439,0.027288,"[ 5.52508289e-05  1.90399437e-03  8.53700369e-06  1.44939663e-08
  7.52219983e-08 -1.36502647e-05]",0.069691,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",90,0.125144,0.02306,0.027767,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.05575,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",91,0.13507,0.023854,0.027665,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.066191,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",92,0.135237,0.024587,0.028431,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.066502,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [187, 208], [200, 223], [215, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [198, 206]]",93,0.13415,0.024605,0.028312,"[-2.19487022e-04  2.03253185e-03  1.01153182e-05 -7.95949326e-09
  8.23333880e-08 -1.69523926e-05]",0.066738,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [182, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",94,0.133227,0.023597,0.027443,"[ 2.77717371e-04  8.14444441e-04  2.74494878e-06  2.54454822e-08
  3.00086834e-08 -4.03045701e-06]",0.065881,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",95,0.133812,0.022813,0.026948,"[ 5.72093389e-05  1.48569446e-03  6.89010379e-06  9.49915753e-09
  6.23934552e-08 -1.09278154e-05]",0.066171,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",96,0.137687,0.023779,0.031001,"[-1.29629030e-04  1.27391803e-03  6.13089835e-06 -6.05177860e-10
  5.39510622e-08 -1.08018702e-05]",0.06619,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",97,0.130896,0.023802,0.031154,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.056399,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",98,0.124737,0.025363,0.029342,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.056891,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",99,0.136812,0.024809,0.028626,"[-1.29629030e-04  1.27391803e-03  6.13089835e-06 -6.05177860e-10
  5.39510622e-08 -1.08018702e-05]",0.069006,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",100,0.134512,0.024465,0.02847,"[ 5.72093389e-05  1.48569446e-03  6.89010379e-06  9.49915753e-09
  6.23934552e-08 -1.09278154e-05]",0.066302,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 214], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",101,0.133042,0.022584,0.027307,"[-1.30393260e-04  6.90071699e-04  3.91422798e-06 -1.47281539e-08
  2.55828928e-08 -6.55162378e-06]",0.066372,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",102,0.132425,0.023203,0.027245,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.066297,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",103,0.133491,0.023444,0.027309,"[ 7.46836354e-05  7.15788836e-04  2.47439169e-06  1.57750205e-08
  2.44639248e-08 -4.56896771e-06]",0.065835,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",104,0.135326,0.024577,0.028427,"[ 5.02733495e-05  7.99600409e-04  2.66251375e-06  1.91337146e-08
  2.80590483e-08 -5.31259906e-06]",0.06613,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",105,0.136771,0.024096,0.028295,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.068687,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",106,0.125565,0.024698,0.028758,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.056538,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",107,0.137392,0.022693,0.026898,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.065959,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",108,0.1338,0.023653,0.027494,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.066965,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",109,0.1339,0.023866,0.027773,"[ 5.02733495e-05  7.99600409e-04  2.66251375e-06  1.91337146e-08
  2.80590483e-08 -5.31259906e-06]",0.067323,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",110,0.132866,0.023957,0.027799,"[ 2.50613459e-05  9.56328949e-04  3.02349422e-06  3.15725311e-08
  4.38793195e-08 -6.99541654e-06]",0.06613,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",111,0.132414,0.024625,0.028735,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.065736,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",112,0.134057,0.023614,0.027701,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.065759,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 214], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",113,0.131481,0.022617,0.026924,"[-1.97605817e-05  2.76269926e-04  8.07724566e-07  3.58572303e-09
  4.42533913e-09 -2.11305682e-06]",0.066032,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",114,0.131604,0.023294,0.027133,"[-6.30419360e-05  6.55979396e-04  4.29284936e-06 -1.94760771e-08
  2.62789748e-08 -5.60214812e-06]",0.065803,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",115,0.132876,0.023801,0.027655,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.066031,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",116,0.132817,0.024514,0.02861,"[-1.56678536e-04  8.01345121e-04  4.86783458e-06 -1.77665594e-08
  3.47600831e-08 -7.40592495e-06]",0.065742,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",117,0.133799,0.025134,0.029068,"[-6.30419360e-05  6.55979396e-04  4.29284936e-06 -1.94760771e-08
  2.62789748e-08 -5.60214812e-06]",0.065813,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",118,0.131899,0.024666,0.028539,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.065659,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [205, 215], [218, 206], [181, 215], [223, 221], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [198, 206]]",119,0.133018,0.022666,0.026943,"[ 7.54291721e-05  1.02947943e-03  7.28673720e-06 -2.79197599e-08
  4.55666197e-08 -6.68115420e-06]",0.065822,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",120,0.139496,0.023403,0.027491,"[ 1.41533518e-04  1.02225737e-04  6.66823388e-07 -3.27704902e-09
 -3.08444336e-09  5.99176676e-07]",0.072783,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",121,0.132699,0.023903,0.027765,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.065912,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",122,0.133124,0.024057,0.027955,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.066337,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",123,0.134492,0.024541,0.028666,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.066421,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [182, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",124,0.135673,0.023395,0.030894,"[ 2.77717371e-04  8.14444441e-04  2.74494878e-06  2.54454822e-08
  3.00086834e-08 -4.03045701e-06]",0.065998,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",125,0.122879,0.022728,0.026988,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.056289,0
"[[170, 213], [232, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [205, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",126,0.132666,0.022437,0.026707,"[ 5.02733495e-05  7.99600409e-04  2.66251375e-06  1.91337146e-08
  2.80590483e-08 -5.31259906e-06]",0.066346,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",127,0.132274,0.024857,0.02896,"[-1.56678536e-04  8.01345121e-04  4.86783458e-06 -1.77665594e-08
  3.47600831e-08 -7.40592495e-06]",0.066541,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",128,0.148181,0.025009,0.028867,"[-3.65487663e-05  1.63994110e-03  7.52493425e-06  1.09432086e-08
  7.12364789e-08 -1.28020359e-05]",0.076607,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [210, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",129,0.124365,0.024875,0.028689,"[ 1.19714056e-04  8.01027724e-04  2.38364886e-06  3.01342342e-08
  3.49677909e-08 -5.10557250e-06]",0.056068,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [196, 214], [188, 208], [200, 223], [216, 215], [206, 215], [218, 206], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 207], [172, 223], [199, 206]]",130,0.139102,0.02344,0.031096,"[ 5.72093389e-05  1.48569446e-03  6.89010379e-06  9.49915753e-09
  6.23934552e-08 -1.09278154e-05]",0.06615,0
"[[170, 213], [233, 220], [191, 223], [177, 207], [236, 210], [195, 214], [188, 208], [200, 223], [216, 214], [206, 215], [218, 205], [181, 215], [223, 220], [241, 204], [182, 224], [209, 206], [241, 219], [227, 206], [172, 223], [199, 206]]",131,0.131054,0.02307,0.030261,"[-2.24068001e-04  8.32932987e-04  4.46893330e-06 -1.28979288e-08
  3.39556009e-08 -8.33626554e-06]",0.056032,0
