keypoints,iteration_number,delta_loop,delta_interference,delta_extract_featurepoints,dp,delta_camera,lin_factor
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",204,0.135943,0.024989,0.028795,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.067296,0
"[[176, 211], [234, 214], [194, 218], [214, 219], [204, 219], [216, 210], [180, 219], [240, 208]]",205,0.135341,0.024884,0.028665,"[3.12172723e-05 1.02315075e-04 1.21281844e-07 2.80915745e-09
 1.19787550e-09 7.73567634e-08]",0.067608,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",206,0.135128,0.024747,0.028597,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.066711,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",207,0.133387,0.022628,0.026885,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.06646,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",208,0.133931,0.02291,0.02695,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.066677,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",209,0.135512,0.024707,0.028795,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.069048,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",210,0.128566,0.024492,0.02823,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.060096,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",211,0.135212,0.024956,0.028713,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.066441,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",212,0.135075,0.023895,0.027707,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.067232,0
"[[176, 211], [234, 215], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",213,0.131018,0.022684,0.026961,"[ 6.18560651e-05 -1.25991813e-04 -1.04764331e-06  4.63826215e-09
 -8.13657892e-09  2.17392487e-06]",0.066321,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",214,0.133746,0.022523,0.0266,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.066636,0
"[[176, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",215,0.132991,0.024336,0.028071,"[ 3.79640751e-05 -9.62768800e-05 -1.20043958e-06  7.51060081e-09
 -8.01931997e-09  1.72832008e-06]",0.066247,0
"[[176, 211], [234, 215], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",216,0.133365,0.024408,0.028111,"[ 6.18560651e-05 -1.25991813e-04 -1.04764331e-06  4.63826215e-09
 -8.13657892e-09  2.17392487e-06]",0.067036,0
"[[176, 211], [234, 215], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",217,0.134592,0.024536,0.028313,"[ 5.77351556e-05 -1.72851669e-04 -1.15541621e-06  2.32884957e-09
 -1.02030326e-08  2.52213233e-06]",0.066591,0
"[[176, 211], [234, 215], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",218,0.136647,0.023285,0.027453,"[ 5.77351556e-05 -1.72851669e-04 -1.15541621e-06  2.32884957e-09
 -1.02030326e-08  2.52213233e-06]",0.067451,0
"[[176, 211], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",219,0.131847,0.022623,0.026956,"[ 6.26980787e-05 -2.33200591e-04 -1.17680453e-06 -1.58393268e-09
 -1.23259396e-08  3.05120228e-06]",0.063026,0
"[[176, 211], [234, 215], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",220,0.134377,0.023987,0.027921,"[ 6.18560651e-05 -1.25991813e-04 -1.04764331e-06  4.63826215e-09
 -8.13657892e-09  2.17392487e-06]",0.067614,0
"[[176, 211], [234, 215], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",221,0.124469,0.024714,0.028469,"[ 5.77351556e-05 -1.72851669e-04 -1.15541621e-06  2.32884957e-09
 -1.02030326e-08  2.52213233e-06]",0.057158,0
"[[176, 211], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",222,0.134563,0.024783,0.028586,"[ 6.26980787e-05 -2.33200591e-04 -1.17680453e-06 -1.58393268e-09
 -1.23259396e-08  3.05120228e-06]",0.066314,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",223,0.134233,0.024621,0.028375,"[ 2.19469415e-05 -8.49711511e-05 -1.09177050e-06  5.15894981e-09
 -8.19588982e-09  1.56132138e-06]",0.065991,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",224,0.135968,0.02487,0.028674,"[ 2.19469415e-05 -8.49711511e-05 -1.09177050e-06  5.15894981e-09
 -8.19588982e-09  1.56132138e-06]",0.067092,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",225,0.132856,0.02254,0.026895,"[-2.51677609e-05  4.99084994e-05 -1.74916173e-07  6.22663887e-10
 -1.46677301e-09  1.28318640e-07]",0.066771,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",226,0.136361,0.023906,0.02787,"[-2.51677609e-05  4.99084994e-05 -1.74916173e-07  6.22663887e-10
 -1.46677301e-09  1.28318640e-07]",0.069825,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",227,0.132399,0.024285,0.028138,"[ 2.19469415e-05 -8.49711511e-05 -1.09177050e-06  5.15894981e-09
 -8.19588982e-09  1.56132138e-06]",0.066452,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",228,0.132925,0.024193,0.028023,"[ 2.19469415e-05 -8.49711511e-05 -1.09177050e-06  5.15894981e-09
 -8.19588982e-09  1.56132138e-06]",0.066139,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",229,0.134047,0.024476,0.028227,"[-2.51677609e-05  4.99084994e-05 -1.74916173e-07  6.22663887e-10
 -1.46677301e-09  1.28318640e-07]",0.06632,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",230,0.134329,0.023813,0.027818,"[-2.51677609e-05  4.99084994e-05 -1.74916173e-07  6.22663887e-10
 -1.46677301e-09  1.28318640e-07]",0.066751,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",231,0.132058,0.022654,0.02713,"[-2.51677609e-05  4.99084994e-05 -1.74916173e-07  6.22663887e-10
 -1.46677301e-09  1.28318640e-07]",0.066598,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",232,0.132527,0.023994,0.02781,"[-2.51677609e-05  4.99084994e-05 -1.74916173e-07  6.22663887e-10
 -1.46677301e-09  1.28318640e-07]",0.06645,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",233,0.134757,0.024657,0.028558,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.067078,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",234,0.132916,0.024376,0.028277,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.066024,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",235,0.133079,0.02455,0.028309,"[-2.51677609e-05  4.99084994e-05 -1.74916173e-07  6.22663887e-10
 -1.46677301e-09  1.28318640e-07]",0.06606,0
"[[176, 212], [234, 215], [194, 219], [214, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",236,0.135049,0.023674,0.027631,"[ 6.95898195e-06 -3.58862974e-06 -4.57107261e-07  1.18289019e-09
 -4.47997456e-09  7.82427839e-07]",0.06631,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",237,0.124914,0.022567,0.026431,"[ 2.19469415e-05 -8.49711511e-05 -1.09177050e-06  5.15894981e-09
 -8.19588982e-09  1.56132138e-06]",0.05677,0
"[[176, 211], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",238,0.134587,0.022813,0.026801,"[ 6.26980787e-05 -2.33200591e-04 -1.17680453e-06 -1.58393268e-09
 -1.23259396e-08  3.05120228e-06]",0.067969,0
"[[176, 211], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",239,0.131728,0.024293,0.028105,"[ 6.26980787e-05 -2.33200591e-04 -1.17680453e-06 -1.58393268e-09
 -1.23259396e-08  3.05120228e-06]",0.06632,0
"[[176, 211], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",240,0.133959,0.02479,0.028571,"[ 6.26980787e-05 -2.33200591e-04 -1.17680453e-06 -1.58393268e-09
 -1.23259396e-08  3.05120228e-06]",0.065918,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",241,0.134179,0.024567,0.028429,"[ 2.19469415e-05 -8.49711511e-05 -1.09177050e-06  5.15894981e-09
 -8.19588982e-09  1.56132138e-06]",0.065935,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",242,0.133684,0.024443,0.028379,"[ 2.19469415e-05 -8.49711511e-05 -1.09177050e-06  5.15894981e-09
 -8.19588982e-09  1.56132138e-06]",0.066174,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",243,0.14765,0.025161,0.028998,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.080949,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",244,0.122575,0.02404,0.027967,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.056116,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",245,0.132957,0.024269,0.028141,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.066625,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",246,0.133155,0.024327,0.028203,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.066483,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",247,0.137128,0.023546,0.02737,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.070414,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",248,0.124728,0.024224,0.028216,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.056064,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",249,0.136758,0.022585,0.027109,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.069156,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 209]]",250,0.131775,0.023779,0.02752,"[ 3.18439205e-05  6.40229237e-05 -8.67624292e-07  1.35045716e-08
 -2.15563313e-09  4.71860596e-07]",0.066437,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",251,0.138871,0.024249,0.03151,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.066676,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",252,0.135218,0.024865,0.028973,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.066442,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",253,0.124367,0.025115,0.029108,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.055742,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",254,0.13352,0.024116,0.027947,"[ 2.19469415e-05 -8.49711511e-05 -1.09177050e-06  5.15894981e-09
 -8.19588982e-09  1.56132138e-06]",0.066183,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",255,0.137522,0.022658,0.027009,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.068778,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",256,0.137283,0.023913,0.030986,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.06621,0
"[[175, 211], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",257,0.131198,0.024648,0.031699,"[ 1.60752444e-05 -9.18829424e-05 -2.29566219e-07 -6.14858275e-09
 -5.39699947e-09  1.57091803e-06]",0.057104,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",258,0.133023,0.023918,0.027773,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.066107,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 209]]",259,0.138962,0.023494,0.027527,"[ 3.18439205e-05  6.40229237e-05 -8.67624292e-07  1.35045716e-08
 -2.15563313e-09  4.71860596e-07]",0.073346,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",260,0.127908,0.023536,0.02793,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.056316,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",261,0.132384,0.023484,0.027999,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.0662,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",262,0.136174,0.025641,0.029433,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.068074,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",263,0.135735,0.025815,0.029643,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.066827,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",264,0.125953,0.024134,0.027962,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.059551,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",265,0.135907,0.02447,0.028289,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.06748,0
"[[176, 212], [234, 215], [194, 219], [214, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",266,0.133822,0.023648,0.028189,"[ 2.36626223e-05  7.36798528e-05 -2.37049705e-07  4.58336208e-09
 -9.69168828e-10  3.27493811e-07]",0.065999,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",267,0.140237,0.024924,0.028679,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.073175,0
"[[175, 212], [234, 214], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",268,0.1243,0.024585,0.028534,"[-5.18897922e-05  9.12649382e-05 -2.36058170e-07  2.92614636e-09
 -7.79999404e-10 -4.32592128e-07]",0.056539,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",269,0.133145,0.024308,0.028143,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.066371,0
"[[175, 212], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",270,0.134846,0.024902,0.028729,"[-5.99703145e-05  1.70075493e-04 -1.87414946e-07  7.57359829e-09
  1.93631235e-09 -1.13427855e-06]",0.066505,0
"[[175, 212], [234, 214], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",271,0.139365,0.023649,0.03067,"[-3.40267926e-05  1.59678483e-04 -1.04433443e-08  5.65003668e-09
  2.42598182e-09 -8.08002433e-07]",0.068734,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",272,0.129246,0.023825,0.031822,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.056272,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",273,0.137425,0.024759,0.032059,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.066061,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",274,0.123249,0.024772,0.028638,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.056131,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",275,0.129674,0.02397,0.028036,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.065649,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",276,0.145226,0.025108,0.02896,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.076891,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",277,0.123952,0.024429,0.028171,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.056609,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",278,0.13378,0.023731,0.027621,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.06659,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",279,0.134098,0.023114,0.027529,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.066898,0
"[[175, 212], [234, 214], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",280,0.1322,0.023721,0.027689,"[-3.40267926e-05  1.59678483e-04 -1.04433443e-08  5.65003668e-09
  2.42598182e-09 -8.08002433e-07]",0.066545,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",281,0.135702,0.024245,0.028088,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.068617,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",282,0.140979,0.024844,0.031826,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.066522,0
"[[176, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",283,0.125761,0.024381,0.028292,"[ 3.79187950e-05 -6.19462731e-06 -8.71198533e-07  8.67204431e-09
 -4.58846436e-09  1.08824570e-06]",0.05653,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",284,0.136881,0.023493,0.031092,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.06689,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",285,0.1379,0.025173,0.032234,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.066625,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",286,0.122974,0.024045,0.028163,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.055793,0
"[[175, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",287,0.134641,0.024615,0.028488,"[-9.90532398e-06  5.42653516e-05 -1.64740974e-07  2.28740287e-09
 -6.26781175e-10  1.62999955e-07]",0.066174,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",288,0.135858,0.024681,0.028735,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.066949,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",289,0.136347,0.023572,0.027544,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.069173,0
"[[175, 211], [234, 214], [194, 218], [213, 219], [204, 219], [216, 209], [180, 220], [240, 208]]",290,0.140492,0.025684,0.03074,"[-3.32002930e-06 -5.89649895e-05 -5.08823751e-07 -4.55074273e-10
 -4.94393351e-09  1.09601001e-06]",0.070591,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",291,0.128423,0.024948,0.032383,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.05664,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",292,0.125407,0.024766,0.028684,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.056982,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",293,0.13286,0.024439,0.028336,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.066849,0
"[[176, 211], [234, 215], [194, 219], [214, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",294,0.142227,0.025268,0.032571,"[ 4.32576190e-05 -8.83688678e-05 -5.00770422e-07 -1.74154384e-09
 -6.39470109e-09  1.72202912e-06]",0.068947,0
"[[175, 212], [234, 214], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 208]]",295,0.128966,0.024495,0.031805,"[-5.18897922e-05  9.12649382e-05 -2.36058170e-07  2.92614636e-09
 -7.79999404e-10 -4.32592128e-07]",0.056618,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",296,0.140649,0.025011,0.028822,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.072746,0
"[[175, 212], [234, 215], [194, 219], [213, 219], [204, 220], [216, 210], [180, 220], [240, 209]]",297,0.122687,0.024409,0.02823,"[-8.63585534e-06  1.30395286e-04  7.11226263e-08  3.84953690e-09
  2.16904953e-09 -3.52875479e-07]",0.05555,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 209]]",298,0.135542,0.024091,0.031094,"[ 4.24087871e-06  7.08733410e-05 -3.80335691e-08  2.30041082e-09
  4.17242076e-10  1.78158854e-07]",0.06606,0
"[[175, 212], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",299,0.134661,0.025632,0.029452,"[-5.99703145e-05  1.70075493e-04 -1.87414946e-07  7.57359829e-09
  1.93631235e-09 -1.13427855e-06]",0.065949,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",300,0.134752,0.02486,0.028702,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.066624,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",301,0.137227,0.023565,0.031005,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.065935,0
"[[176, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",302,0.128566,0.024211,0.031714,"[ 3.44430079e-05 -1.46549074e-04 -1.30876073e-06  4.99867367e-09
 -1.01890687e-08  2.10873955e-06]",0.056073,0
"[[175, 211], [234, 214], [194, 219], [213, 219], [204, 219], [216, 210], [180, 220], [240, 208]]",303,0.133851,0.025174,0.028954,"[-1.41931034e-05  6.86406623e-06 -2.58059619e-07 -2.41062130e-10
 -2.65571731e-09  5.15170198e-07]",0.066092,0
